kepid,kepoi_name,kepler_name,ra,ra_err,ra_str,dec,dec_err,dec_str,koi_gmag,koi_gmag_err,koi_rmag,koi_rmag_err,koi_imag,koi_imag_err,koi_zmag,koi_zmag_err,koi_jmag,koi_jmag_err,koi_hmag,koi_hmag_err,koi_kmag,koi_kmag_err,koi_kepmag,koi_kepmag_err,koi_delivname,koi_vet_stat,koi_quarters,koi_disposition,koi_pdisposition,koi_count,koi_num_transits,koi_max_sngle_ev,koi_max_mult_ev,koi_bin_oedp_sig,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_trans_mod,koi_model_snr,koi_model_dof,koi_model_chisq,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_period,koi_period_err1,koi_period_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,koi_comment,koi_vet_date,koi_tce_plnt_num,koi_tce_delivname,koi_datalink_dvs,koi_disp_prov,koi_parm_prov,koi_time0,koi_time0_err1,koi_time0_err2,koi_datalink_dvr,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_insol,koi_insol_err1,koi_insol_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_score
8182107,K07870.01,,297.0672,0.0,19h48m16.13s,44.0676,0.0,+44d04m03.4s,15.032,,14.394,,14.203,,14.12,,13.227,0.022,12.881,0.021,12.783,0.025,14.452,,cumulative,Done,11111111111111111000000000000000,CANDIDATE,CANDIDATE,1,15.0,4.5711503,7.5794725,0.9748,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2514,0.4282,Mandel and Agol (2002 ApJ 580 171),7.3,,,221.5872,0.0103,-0.0103,0.0,,,,,,2.1,0.6,-0.4,0.4134,,,0.513,0.003,-0.484,2.135,0.424,-0.424,,,,282.6,49.0,-49.0,92.552007,0.00131,-0.00131,0.015755,0.000838,-0.002945,290.0,139.0,-139.0,89.9,,,440.0,,,5808.0,156.0,-191.0,4.306,0.136,-0.187,0.28,0.15,-0.3,1.22,0.347,-0.232,1.097,0.122,-0.136,,,,q1_q17_dr25_stellar,0.464,19.804524,4.4e-05,44.06815,0.00064,1.7,1.7,2.0,2.3,-0.00038,0.00052,-0.00024,0.0007,-0.2,1.4,4.6,3.8,4.6,3.8,-0.1,1.4,4.8,3.8,4.8,3.8,CENT_FEW_MEAS,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,008/008182/008182107/dv/kplr008182107-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2455054.587,0.0103,-0.0103,008/008182/008182107/dv/kplr008182107-20160209194854_dvr.pdf,0,0,0,0,8.87,7.4,-3.78,54.01612,51.72674,-53.70963,LS+MCMC,0.982
7974634,K06168.02,,296.58698,0.0,19h46m20.88s,43.766918,0.0,+43d46m00.9s,12.526,,12.162,,12.111,,12.09,,11.259,0.021,11.061,0.017,10.998,0.015,12.236,,cumulative,Done,,CANDIDATE,CANDIDATE,3,,,,,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3096,0.3018,Mandel and Agol (2002 ApJ 580 171),7.1,,,147.1591,0.0373,-0.0373,0.0,,,,,,1.09,0.74,-0.16,0.3704,,,0.2602,0.1842,-0.2601,9.21,1.9,-1.9,,,,74.3,14.8,-14.8,75.072964,0.004914,-0.004914,0.007983,0.001103,-0.000598,60.6,29.1,-29.1,89.95,,,522.0,,,6443.0,153.0,-215.0,4.325,0.086,-0.373,-0.02,0.22,-0.34,1.248,0.855,-0.182,1.198,0.294,-0.177,,,,stellar_q1_q16,0.235,19.77247,1.3e-05,43.76704,0.00012,0.2,0.53,0.43,0.43,2.6e-05,8.7e-05,-6.1e-05,7.2e-05,-0.1,0.14,-0.08,0.11,0.13,0.13,-0.06,0.14,-0.08,0.11,0.1,0.12,,2018-08-16 00:00:00,3.0,q1_q16_tce,007/007974/007974634/dv/kplr007974634-003-20130826182306_dvs.pdf,q1_q17_dr25_sup_koi,q1_q16_koi,2454980.159,0.0373,-0.0373,007/007974/007974634/dv/kplr007974634-20130815195353_dvr.pdf,0,0,0,0,17.51,37.1,-6.36,0.74763,3.58866,-0.674,MCMC,
8163784,K06172.01,,291.06699,0.0,19h24m16.08s,44.071201,0.0,+44d04m16.3s,15.022,,14.397,,14.216,,14.104,,13.167,0.022,12.758,0.024,12.648,0.022,14.458,,cumulative,Done,,CANDIDATE,CANDIDATE,1,,,,,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2525,0.4215,Mandel and Agol (2002 ApJ 580 171),5.2,,,137.82331,0.00771,-0.00771,0.0,,,,,,1.18,0.44,-0.09,0.186,,,0.2316,0.338,-0.2316,1.422,0.353,-0.353,,,,234.2,73.0,-73.0,31.8134892,0.0003023,-0.0003023,0.013972,0.003676,-0.002309,168.7,79.7,-79.7,89.95,,,496.0,,,5505.0,197.0,-179.0,4.586,0.031,-0.221,-0.26,0.33,-0.28,0.776,0.288,-0.061,0.848,0.098,-0.091,,,,stellar_q1_q16,0.119,19.404486,4.7e-05,44.07164,0.00045,0.8,1.8,1.6,1.6,-0.00023,0.00051,-0.00051,0.00046,0.0,0.7,-0.4,1.1,0.4,1.1,-0.09,0.8,-0.5,1.4,0.5,1.3,,2018-08-16 00:00:00,2.0,q1_q16_tce,008/008163/008163784/dv/kplr008163784-002-20130826182306_dvs.pdf,q1_q17_dr25_sup_koi,q1_q16_koi,2454970.823,0.00771,-0.00771,008/008163/008163784/dv/kplr008163784-20130815195353_dvr.pdf,0,0,0,0,14.31,16.65,-3.67,89.72208,466.27618,-84.60459,MCMC,
2305866,K02610.02,,292.09332,0.0,19h28m22.40s,37.61348,0.0,+37d36m48.5s,12.969,,12.547,,12.449,,,,11.529,0.021,11.34,0.021,11.271,0.021,12.605,,cumulative,Done,11111111111111111000000000000000,CANDIDATE,CANDIDATE,2,13.0,5.8144355,9.834738,0.0115,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.311,0.2938,Mandel and Agol (2002 ApJ 580 171),21.3,,,176.644,0.0134,-0.0134,0.0,,,,,,4.02,0.96,-1.92,0.5311,,,0.95,0.002,-0.659,17.735,0.373,-0.373,,,,164.4,8.0,-8.0,115.230655,0.002097,-0.002097,0.014633,1.2e-05,-0.002786,17.77,8.9,-8.9,86.94,,,632.0,,,6585.0,182.0,-250.0,3.813,0.448,-0.112,-0.08,0.25,-0.3,2.517,0.602,-1.204,1.502,0.211,-0.362,,,,q1_q17_dr25_stellar,0.808,19.472881,1.6e-05,37.61348,0.00025,-0.34,0.67,-0.01,0.88,4e-05,0.0001,0.0,0.00014,0.13,0.48,-2.34,0.7,2.34,0.69,0.09,0.52,-2.22,0.65,2.22,0.64,CENT_FEW_DIFFS,2018-08-16 00:00:00,2.0,q1_q17_dr25_tce,002/002305/002305866/dv/kplr002305866-002-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2455009.644,0.0134,-0.0134,002/002305/002305866/dv/kplr002305866-20160209194854_dvr.pdf,0,0,0,0,37.8,26.92,-28.99,0.00799,0.19937,-0.00105,LS+MCMC,0.441
5184911,K02719.02,,291.18497,0.0,19h24m44.39s,40.311211,0.0,+40d18m40.4s,16.055,,15.082,,14.749,,14.564,,13.472,0.023,12.944,0.024,12.834,0.028,15.141,,cumulative,Done,11111111111111111000000000000000,CANDIDATE,CANDIDATE,2,14.0,5.4129524,10.022375,0.2417,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.0989,0.6441,Mandel and Agol (2002 ApJ 580 171),7.7,,,132.2417,0.0216,-0.0216,0.0,,,,,,1.5,0.1,-0.16,0.4071,,,0.209,0.243,-0.209,6.101,0.849,-0.849,,,,354.0,55.3,-55.3,106.25976,0.002607,-0.002607,0.016656,0.002037,-0.001011,132.4,49.2,-49.2,89.91,,,303.0,,,4827.0,129.0,-144.0,4.508,0.084,-0.07,0.32,0.15,-0.3,0.823,0.056,-0.086,0.796,0.051,-0.051,,,,q1_q17_dr25_stellar,0.762,19.412317,2.6e-05,40.31125,0.0003,-0.6,1.1,0.1,1.1,0.00023,0.00047,-7e-05,0.00048,-0.41,0.41,-0.79,0.81,0.89,0.76,-0.38,0.44,-0.8,0.67,0.89,0.65,NO_COMMENT,2018-08-16 00:00:00,2.0,q1_q17_dr25_tce,005/005184/005184911/dv/kplr005184911-002-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454965.242,0.0216,-0.0216,005/005184/005184911/dv/kplr005184911-20160209194854_dvr.pdf,0,0,0,0,1.99,0.53,-0.58,3.88748,2.88653,-3.79025,LS+MCMC,0.99
6436029,K02828.02,,289.53882,0.0,19h18m09.32s,41.892818,0.0,+41d53m34.1s,16.7,,15.693,,15.369,,15.168,,14.042,0.023,13.507,0.027,13.43,0.033,15.768,,cumulative,Done,00011111111111111000000000000000,CANDIDATE,CANDIDATE,2,3.0,9.404187,12.785968,0.3897,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.0927,0.6563,Mandel and Agol (2002 ApJ 580 171),17.6,,,458.07755,0.00863,-0.00863,0.0,,,,,,3.46,0.28,-0.35,1.1528,,,0.489,0.01,-0.45,10.127,0.381,-0.381,,,,1724.0,104.0,-104.0,505.462916,0.008292,-0.008292,0.038043,0.000432,-0.002889,349.2,95.2,-95.2,89.92,,,181.0,,,4817.0,184.0,-167.0,4.499,0.095,-0.114,0.42,0.05,-0.3,0.833,0.068,-0.084,0.8,0.056,-0.051,,,,q1_q17_dr25_stellar,0.357,19.302562,3e-05,41.89292,0.00028,-1.0,1.2,0.4,1.0,0.0017,0.0022,-0.0009,0.0019,-0.35,0.48,0.34,0.5,0.49,0.49,-0.33,0.45,0.4,0.49,0.52,0.47,NO_COMMENT,2018-08-16 00:00:00,2.0,q1_q17_dr25_tce,006/006436/006436029/dv/kplr006436029-002-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2455291.078,0.00863,-0.00863,006/006436/006436029/dv/kplr006436029-20160209194854_dvr.pdf,0,0,0,0,0.25,0.09,-0.07,3.15224,1.7183,-0.36017,LS+MCMC,0.767
7767162,K02869.02,,296.29355,0.0,19h45m10.45s,43.403271,0.0,+43d24m11.8s,14.146,,13.691,,13.579,,13.5,,12.66,0.02,12.459,0.022,12.362,0.018,13.749,,cumulative,Done,,CANDIDATE,CANDIDATE,2,,,,,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3051,0.3161,Mandel and Agol (2002 ApJ 580 171),12.2,,,300.5018,0.0164,-0.0164,0.0,,,,,,2.16,1.34,-0.32,0.8478,,,0.4073,0.0684,-0.4073,9.137,0.698,-0.698,,,,309.0,28.4,-28.4,274.743032,0.008618,-0.008618,0.016394,0.000742,-0.000972,213.9,90.8,-90.8,89.95,,,330.0,,,6277.0,158.0,-206.0,4.306,0.116,-0.33,-0.1,0.22,-0.3,1.207,0.749,-0.181,1.073,0.293,-0.112,,,,stellar_q1_q16,0.03,19.752872,3e-05,43.40305,0.00028,-1.3,1.2,-0.8,1.0,0.00053,0.00043,0.00024,0.00038,-0.2,0.96,1.35,0.43,1.36,0.73,-0.24,0.82,1.21,0.26,1.24,0.56,,2018-08-16 00:00:00,2.0,q1_q16_tce,007/007767/007767162/dv/kplr007767162-002-20130826182306_dvs.pdf,q1_q17_dr25_sup_koi,q1_q16_koi,2455133.502,0.0164,-0.0164,007/007767/007767162/dv/kplr007767162-20130815195353_dvr.pdf,0,0,0,0,2.82,5.35,-1.04,2.45344,1.04087,-0.8498,MCMC,
9478990,K00423.02,,296.96027,0.0,19h47m50.46s,46.034302,0.0,+46d02m03.5s,14.742,,14.279,,14.149,,14.076,,13.236,0.025,12.999,0.023,12.918,0.028,14.327,,cumulative,Done,,CANDIDATE,CANDIDATE,2,,,,,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3042,0.3091,Mandel and Agol (2002 ApJ 580 171),7.3,,,253.9112,0.0201,-0.0201,0.0,,,,,,11943.8,2456.0,-2393.0,1.0133,,,72.848,28.12,-10.45,4.332,0.953,-0.953,,,,604.0,117.0,-117.0,360.477635,0.009877,-0.009877,71.862778,28.12024,-10.44957,937.0,353.0,-353.0,85.37,,,339.0,,,6266.0,126.0,-134.0,4.101,0.161,-0.12,-0.28,0.16,-0.16,1.522,0.313,-0.305,1.066,0.139,-0.091,,,,stellar_q1_q16,0.857,19.797364,2.6e-05,46.0343,0.00031,0.51,0.96,0.0,1.1,-0.0002,0.0006,-5e-05,0.00071,-0.74,0.64,0.35,0.25,0.82,0.59,-0.7,0.64,0.34,0.28,0.78,0.59,,2018-08-16 00:00:00,2.0,q1_q16_tce,009/009478/009478990/dv/kplr009478990-002-20130826182306_dvs.pdf,q1_q17_dr25_sup_koi,q1_q16_koi,2455086.911,0.0201,-0.0201,009/009478/009478990/dv/kplr009478990-20130815195353_dvr.pdf,0,0,0,0,3.11,1.79,-1.28,119.69386,135.16776,-118.07195,MCMC,
10793172,K02871.03,,290.20163,0.0,19h20m48.39s,48.185822,0.0,+48d11m09.0s,15.293,,14.707,,14.523,,14.463,,13.527,0.024,13.153,0.036,13.101,0.026,14.754,,cumulative,Done,11111111111111111000000000000000,CANDIDATE,CANDIDATE,4,73.0,3.6271195,8.353885,,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2609,0.4051,Mandel and Agol (2002 ApJ 580 171),5.7,,,140.5222,0.0332,-0.0332,0.0,,,,,,0.75,0.33,-0.05,0.1326,,,0.6214,0.0392,-0.4841,4.44,1.0,-1.0,,,,71.2,21.6,-21.6,18.0811429,0.0005316,-0.0005316,0.008065,0.001545,-0.000967,24.7,11.9,-11.9,88.81,,,638.0,,,5693.0,163.0,-147.0,4.551,0.028,-0.302,-0.08,0.26,-0.26,0.856,0.37,-0.065,0.95,0.092,-0.098,,,,stellar_q1_q16,0.248,19.346803,4.5e-05,48.18605,0.00042,1.0,1.6,0.8,1.5,-0.00013,0.00018,-0.0001,0.00016,-0.8,1.3,0.91,0.98,1.2,1.2,-1.1,1.3,0.9,0.92,1.4,1.3,LPP_ALT_TOO_HIGH---CENTROID_SIGNIF_UNCERTAIN,2018-08-16 00:00:00,3.0,q1_q17_dr24_tce,010/010793/010793172/dv/kplr010793172-003-20141002224145_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr24_koi,2454973.522,0.0332,-0.0332,010/010793/010793172/dv/kplr010793172-20141002224145_dvr.pdf,0,0,0,0,39.18,50.79,-9.05,0.87409,10.49768,-0.7693,MCMC,
11404644,K06085.01,,292.7561,0.0,19h31m01.46s,49.264561,0.0,+49d15m52.4s,15.621,,15.122,,14.99,,14.885,,14.012,0.026,13.704,0.031,13.581,0.049,15.179,,cumulative,Done,11111111111111111000000000000000,CANDIDATE,CANDIDATE,1,229.0,254.9628,2769.7532,0.6683,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3032,0.3147,Mandel and Agol (2002 ApJ 580 171),533.9,,,136.388994,0.000247,-0.000247,0.0,,,,,,25.8,8.45,-3.63,0.0645,,,0.168,0.079,-0.013,5.5711,0.0205,-0.0205,,,,54894.0,125.0,-125.0,5.902596818,1.766e-06,-1.766e-06,0.215997,0.000721,-0.00033,9.7742,0.0174,-0.0174,89.02,,,1123.0,,,6184.0,185.0,-222.0,4.371,0.09,-0.21,-0.16,0.25,-0.3,1.094,0.358,-0.154,1.022,0.169,-0.113,,,,q1_q17_dr25_stellar,0.0,19.517069549,7e-08,49.26452167,7.4e-07,-0.1568,0.0025,-0.138,0.0027,0.0004,0.0036,0.0006,0.0056,-0.005,0.067,-0.006,0.067,0.007,0.067,-0.168,0.068,-0.113,0.068,0.203,0.068,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,011/011404/011404644/dv/kplr011404644-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454969.389,0.000247,-0.000247,011/011404/011404644/dv/kplr011404644-20160209194854_dvr.pdf,0,0,0,0,376.53,369.76,-136.36,0.50701,0.0009,-0.02763,LS+MCMC,0.019
8165617,K06173.01,,291.74231,0.0,19h26m58.15s,44.074871,0.0,+44d04m29.5s,12.661,,12.372,,12.323,,12.342,,11.517,0.021,11.336,0.021,11.303,0.018,12.445,,cumulative,Done,,CANDIDATE,CANDIDATE,1,,,,,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3158,0.278,Mandel and Agol (2002 ApJ 580 171),9.0,,,179.8607,0.0233,-0.0233,0.0,,,,,,1.54,0.92,-0.26,0.7579,,,0.1289,0.3159,-0.1289,7.87,2.2,-2.2,,,,123.2,18.7,-18.7,214.013044,0.007168,-0.007168,0.010275,0.000686,-0.000888,208.2,84.3,-84.3,89.95,,,397.0,,,6698.0,151.0,-216.0,4.267,0.102,-0.339,-0.12,0.24,-0.36,1.37,0.821,-0.232,1.273,0.278,-0.216,,,,stellar_q1_q16,0.002,19.449435,3.3e-05,44.07472,0.00037,-2.0,1.3,-0.6,1.3,0.00038,0.0002,0.00016,0.00021,-0.04,0.28,-0.2,0.74,0.2,0.73,-0.07,0.29,-0.32,0.73,0.32,0.72,,2018-08-16 00:00:00,5.0,q1_q16_tce,008/008165/008165617/dv/kplr008165617-005-20130826182306_dvs.pdf,q1_q17_dr25_sup_koi,q1_q16_koi,2455012.861,0.0233,-0.0233,008/008165/008165617/dv/kplr008165617-20130815195353_dvr.pdf,0,0,0,0,5.89,10.57,-2.33,3.72585,3.01906,-2.66715,MCMC,
8223568,K06176.01,,287.9856,0.0,19h11m56.54s,44.147202,0.0,+44d08m49.9s,11.704,,11.483,,11.461,,11.485,,10.729,0.021,10.59,0.02,10.552,0.011,11.538,,cumulative,Done,,CANDIDATE,CANDIDATE,2,,,,,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3242,0.2771,Mandel and Agol (2002 ApJ 580 171),6.4,,,143.701,0.157,-0.157,0.0,,,,,,1.48,0.39,-0.13,0.5927,,,0.1129,0.3352,-0.1128,17.74,6.5,-6.5,,,,125.0,21.4,-21.4,143.09688,0.01527,-0.01527,0.010343,0.004465,-0.001378,61.9,30.9,-30.9,89.95,,,441.0,,,6725.0,110.0,-159.0,4.335,0.037,-0.188,0.07,0.14,-0.27,1.31,0.343,-0.116,1.354,0.101,-0.143,,,,stellar_q1_q16,0.68,19.199043,1.3e-05,44.14725,0.00016,0.1,0.52,0.19,0.57,-3e-05,0.0001,-3e-05,0.00011,-0.5,0.58,0.22,0.28,0.54,0.54,-0.57,0.58,0.19,0.27,0.6,0.56,,2018-08-16 00:00:00,2.0,q1_q16_tce,008/008223/008223568/dv/kplr008223568-002-20130826182306_dvs.pdf,q1_q17_dr25_sup_koi,q1_q16_koi,2454976.701,0.157,-0.157,008/008223/008223568/dv/kplr008223568-20130815195353_dvr.pdf,0,0,0,0,8.94,6.25,-2.19,0.21871,29.23898,-0.1644,MCMC,
8223568,K06176.02,,287.9856,0.0,19h11m56.54s,44.147202,0.0,+44d08m49.9s,11.704,,11.483,,11.461,,11.485,,10.729,0.021,10.59,0.02,10.552,0.011,11.538,,cumulative,Done,,CANDIDATE,CANDIDATE,2,,,,,,,,,,,,,,172.3647107,,,,,,,,,,,,,,,,,,2.74,,,,,,,,,73.4567573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,19.199012,1.7e-05,44.14727,0.00019,-1.13,0.65,0.26,0.69,0.000131,8e-05,-3.1e-05,8.4e-05,-0.16,0.81,-0.65,0.47,0.67,0.85,-0.23,0.83,-0.67,0.51,0.71,0.89,,2018-08-16 00:00:00,3.0,q1_q16_tce,008/008223/008223568/dv/kplr008223568-003-20130826182306_dvs.pdf,q1_q17_dr25_sup_koi,q1_q16_koi,2455005.365,,,008/008223/008223568/dv/kplr008223568-20130815195353_dvr.pdf,0,0,0,0,,,,,,,none,
8355178,K06178.01,,287.53177,0.0,19h10m07.62s,44.30801,0.0,+44d18m28.8s,16.321,,15.812,,15.667,,15.61,,14.683,0.027,14.362,0.038,14.304,0.065,15.863,,cumulative,Done,11111111111111111000000000000000,CANDIDATE,CANDIDATE,2,103.0,3.7797382,9.809365,0.4359,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2889,0.3511,Mandel and Agol (2002 ApJ 580 171),11.1,,,133.6778,0.0101,-0.0101,0.0,,,,,,1.64,0.46,-0.2,0.1109,,,0.67,0.284,-0.457,3.902,0.313,-0.313,,,,242.3,25.0,-25.0,13.0327301,0.00015,-0.00015,0.015088,0.004786,-0.001055,19.47,9.7,-9.7,88.03,,,809.0,,,6122.0,168.0,-232.0,4.471,0.05,-0.2,-0.1,0.25,-0.35,0.996,0.28,-0.12,1.07,0.139,-0.139,,,,q1_q17_dr25_stellar,,19.168821,3.2e-05,44.30812,0.00034,1.4,1.2,0.4,1.2,,,-0.00012,0.00029,0.64,0.55,0.26,0.41,0.69,0.53,0.5,0.63,-0.03,0.37,0.5,0.64,CENT_KIC_POS,2018-08-16 00:00:00,1.0,q1_q17_dr25_tce,008/008355/008355178/dv/kplr008355178-001-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454966.678,0.0101,-0.0101,008/008355/008355178/dv/kplr008355178-20160209194854_dvr.pdf,0,0,0,0,101.4,84.06,-34.19,0.8215,1.63175,-0.15063,LS+MCMC,0.989
4770174,K02971.02,,297.39371,0.0,19h49m34.49s,39.829041,0.0,+39d49m44.5s,13.104,,12.694,,12.586,,12.559,,11.774,0.024,11.512,0.02,11.438,0.018,12.742,,cumulative,Done,11111111111111111000000000000000,CANDIDATE,CANDIDATE,2,39.0,3.4315157,8.691907,0.4649,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.307,0.3325,Mandel and Agol (2002 ApJ 580 171),15.2,,,159.6588,0.0181,-0.0181,0.0,,,,,,1.65,0.29,-0.21,0.2167,,,0.773,0.058,-0.533,8.424,0.486,-0.486,,,,106.1,7.6,-7.6,31.9533679,0.0006667,-0.0006667,0.010307,0.00155,-0.001074,18.85,8.8,-8.8,87.65,,,725.0,,,6313.0,113.0,-139.0,4.228,0.084,-0.126,0.32,0.1,-0.15,1.467,0.259,-0.188,1.325,0.101,-0.092,,,,q1_q17_dr25_stellar,0.21,19.826261,1.9e-05,39.82889,0.0002,0.61,0.78,-0.54,0.72,-6.1e-05,7.9e-05,5.3e-05,7.3e-05,-1.05,0.33,0.84,0.37,1.35,0.42,-0.86,0.31,0.98,0.37,1.3,0.42,NO_COMMENT,2018-08-16 00:00:00,2.0,q1_q17_dr25_tce,004/004770/004770174/dv/kplr004770174-002-20160209194854_dvs.pdf,q1_q17_dr25_sup_koi,q1_q17_dr25_koi,2454992.659,0.0181,-0.0181,004/004770/004770174/dv/kplr004770174-20160209194854_dvr.pdf,0,0,0,0,65.15,31.66,-19.85,0.12416,0.28924,-0.10316,LS+MCMC,0.999
9838804,K03028.02,,294.96246,0.0,19h39m50.99s,46.676289,0.0,+46d40m34.6s,16.603,,15.927,,15.717,,15.595,,14.626,0.033,14.181,0.043,14.161,0.069,15.983,,cumulative,Done,,CANDIDATE,CANDIDATE,2,,,,,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2486,0.4276,Mandel and Agol (2002 ApJ 580 171),5.6,,,462.2522,0.0504,-0.0504,0.0,,,,,,2.11,0.83,-0.16,1.1212,,,0.1573,0.3167,-0.1569,6.97,2.8,-2.8,,,,683.0,182.0,-182.0,458.16754,0.03153,-0.03153,0.023647,0.003695,-0.003391,508.0,243.0,-243.0,89.95,,,208.0,,,5536.0,195.0,-162.0,4.566,0.029,-0.263,-0.12,0.3,-0.26,0.816,0.324,-0.062,0.895,0.094,-0.085,,,,stellar_q1_q16,0.007,19.664064,5e-05,46.67634,0.00055,-3.7,1.9,0.2,2.0,0.0031,0.0016,0.0001,0.0018,2.82,0.56,-0.13,0.6,2.82,0.56,2.78,0.56,-0.07,0.6,2.78,0.56,,2018-08-16 00:00:00,2.0,q1_q16_tce,009/009838/009838804/dv/kplr009838804-002-20130826182306_dvs.pdf,q1_q17_dr25_sup_koi,q1_q16_koi,2455295.252,0.0504,-0.0504,009/009838/009838804/dv/kplr009838804-20130815195353_dvr.pdf,0,0,0,0,0.45,0.55,-0.11,11.80738,16.92869,-11.73397,MCMC,
9020114,K03088.02,,291.16437,0.0,19h24m39.45s,45.318291,0.0,+45d19m05.8s,15.429,,14.889,,14.749,,14.664,,13.756,0.024,13.481,0.027,13.31,0.027,14.953,,cumulative,Done,,CANDIDATE,CANDIDATE,2,,,,,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2894,0.354,Mandel and Agol (2002 ApJ 580 171),9.1,,,187.3703,0.0105,-0.0105,0.0,,,,,,1.92,0.82,-0.17,0.3322,,,0.0011,0.4505,-0.001,2.598,0.229,-0.229,,,,389.2,45.4,-45.4,67.8766605,0.0007965,-0.0007965,0.018053,0.001027,-0.001445,203.2,13.1,-13.1,89.95,,,455.0,,,6018.0,158.0,-194.0,4.485,0.044,-0.302,-0.04,0.2,-0.3,0.975,0.415,-0.089,1.058,0.184,-0.136,,,,stellar_q1_q16,0.043,19.411015,3.6e-05,45.31816,0.00042,2.1,1.4,-0.5,1.5,-0.0008,0.00053,0.00019,0.00059,-0.28,0.8,1.73,0.93,1.75,0.93,-0.31,0.81,1.76,0.92,1.79,0.92,,2018-08-16 00:00:00,2.0,q1_q16_tce,009/009020/009020114/dv/kplr009020114-002-20130826182306_dvs.pdf,q1_q17_dr25_sup_koi,q1_q16_koi,2455020.37,0.0105,-0.0105,009/009020/009020114/dv/kplr009020114-20130815195353_dvr.pdf,0,0,0,0,10.11,12.69,-2.79,34.44868,2.21446,-20.89266,MCMC,
